4.1753448,2.5,0.4,0.95,0.6,0.3,0,0.7,0.4,0.1,0,0,0,0,1,0,0,0,1,0,0
3.3109468,1.25,0.25,0.85,0,0.3,1,0.7,0.4,0,0,0,0,0,0,1,1,1,0,0,0
4.0395745,3,0.6,1.4,0.1,0.2,0,1,0.6,0.1,0,0,0,0,0,0,0,0,1,0,0
7.0659681,2,0.4,1,0,0.2,0,1,0.8,0,0,0,0,0,0,1,1,0,0,0,0
5.7941569,0.75,0.4,0.85,0.1,0.1,0,0.7,0.6,0.3,0,0,0,0,0,0,0,0,1,0,0
3.5329841,3,0.6,0.85,0.6,0.3,0,1,0.6,0.1,0,0,0,1,0,0,0,0,1,0,0
1.9270822,1.25,0.6,1,0,0.2,0,1,0.8,0,0,0,0,0,0,1,1,1,0,0,0
6.0700691,1.25,0.6,0.85,0,0.3,0,1,0.1,0,0,0,0,0,0,1,1,1,0,0,0
3.0674666,1.25,0.25,0.65,0,0.3,0,0.7,0.4,0,1,0,0,0,0,1,0,0,0,0,0
3.8017382,2,0.4,0.85,0,0.2,0,1,0.2,0,0,0,0,0,0,1,0,1,0,0,0
4.1386835,2,0.4,0.55,0,0.3,0,1,0.2,0,0,0,0,0,0,1,0,1,0,0,0
3.323736,1.25,0.4,0.85,0,0.3,1,1,0.2,0,0,0,0,1,0,1,0,1,0,0,0
5.4600663,2,0.4,0.85,0,0,0,1,0.8,0,0,1,0,0,0,1,0,1,0,0,0
1.2847215,2,0.25,0.85,0,0.2,0,0.7,0.1,0,0,0,0,0,0,1,0,0,0,0,0
4.690508,2,0.4,0.65,0,0.1,0,1,0.1,0,0,0,0,0,0,1,0,1,0,0,0
1.9313856,0.75,0.6,1,0,0.3,0,1,0.8,0,0,0,0,1,0,1,0,1,0,0,0
8.4371306,0.75,0.6,0.65,0,0.3,1,1,0.8,0,0,0,0,0,0,1,1,1,0,0,0
1.0224889,2,0.25,0.85,0,0.3,0,0.7,0.8,0,0,0,0,0,0,1,0,0,0,0,0
3.3109468,1.25,0.4,1,0,0.3,1,1,0.1,0,0,0,0,0,1,1,0,1,0,0,0
3.3109468,2,0.25,1,0,0.3,0,0.7,0.4,0,0,0,0,0,0,1,1,1,0,0,0
5.9556216,1.25,0.25,0.65,0,0.2,0,0.7,0.4,0,0,0,0,0,0,1,1,0,0,0,0
4.8568222,2,0.4,1,0,0.3,0,1,0.1,0,1,0,0,0,0,1,0,1,0,0,0
4.690508,1.25,0.25,0.65,0,0.3,0,0.7,0.1,0,0,0,0,0,0,1,1,0,0,0,0
4.690508,1.25,0.6,0.85,0,0,0,0.7,0.1,0,0,0,0,0,0,1,0,1,0,0,0
7.0659681,1.25,0.4,0.65,0,0.3,0,1,0.8,0,0,0,0,1,0,1,0,1,0,0,0
4.1386835,1.25,0.6,1,0,0.1,0,1,0.4,0,0,0,0,0,0,1,1,1,0,0,0
3.3927834,1.25,0.4,0.55,0,0.3,0,0.7,0.4,0,0,0,0,0,0,1,0,1,0,0,0
0.96354111,3,0.4,1.1,0.25,0.3,0,0.7,0.2,0.3,0,0,0,1,0,0,0,0,1,0,0
6.6218936,2,0.4,0.65,0,0.3,0,1,0.2,0,0,0,0,0,0,1,1,1,0,0,0
3.9704144,1.25,0.6,0.65,0,0.3,0,1,0.4,0,0,0,0,1,0,1,0,1,0,0,0
7.0659681,2,0.4,0.55,0,0.3,0,1,0.4,0,0,0,0,0,0,1,0,1,0,0,0
3.7871011,1.25,0.25,1,0,0.2,0,0.7,0.2,0,0,0,0,0,0,1,0,0,0,0,0
4.0359651,0.5,0.6,0.65,0,0.2,0,0.7,0.8,0,0,0,0,0,0,1,0,1,0,0,0
4.8177056,1.25,0.4,0.85,0,0.2,0,1,0.2,0,0,0,0,0,0,1,1,1,0,0,0
2.8118444,2.5,0.4,0.85,0.4,0.3,0,0.7,0.4,0.1,0,0,0,0,0,0,0,0,1,0,0
5.554415,2,0.6,0.85,0,0.2,0,0.7,0.1,0,1,0,0,0,0,1,1,1,0,0,0
4.0359651,2,0.25,0.55,0,0.3,0,0.7,0.8,0,0,0,0,0,0,1,1,1,0,0,0
1.9270822,0.75,0.25,0.85,0.1,0.2,0,1,0.2,0.1,0,0,0,0,0,0,0,0,1,0,0
4.8177056,0.75,0.25,1.1,0.4,0.3,0,1,0.2,0.1,0,0,0,0,0,0,0,0,1,0,0
7.7083289,1.25,0.6,0.85,0,0.1,0,0.7,0.1,0,0,0,0,1,0,1,1,0,0,0,0
3.0296809,2,0.6,0.65,0,0.3,0,0.7,0.4,0,0,0,0,0,0,1,1,1,0,0,0
1.3795612,0.75,0.4,1.1,0.4,0.2,0,1,0.4,0.3,0,0,0,1,0,0,0,0,1,0,0
4.1753448,0.75,0.6,1.1,0.4,0.3,1,0.7,0.8,0.7,0,0,0,0,0,0,0,0,1,0,0
3.5346277,2,0.4,1,0,0.2,0,1,0.1,0,0,0,0,0,0,1,0,0,0,0,0
3.5787111,2,0.25,0.85,0,0.2,0,0.7,0.1,0,0,0,0,0,0,1,1,1,0,0,0
3.0674666,2,0.6,0.65,0,0,0,1,0.8,0,0,0,0,0,0,1,0,1,0,0,0
2.8906233,3,0.6,1.1,0.25,0.3,0,1,0.6,0.1,0,0,0,0,0,0,0,0,1,0,0
4.0899555,3,0.4,1.1,0.25,0.3,0,1,0.8,0.3,0,0,0,0,0,0,0,0,1,0,0
4.3455777,0.75,0.25,0.85,0,0.3,1,1,0.8,0,0,0,0,0,0,1,1,0,0,0,0
2.9778108,0.75,0.6,0.55,0,0.1,0,1,0.2,0,0,0,0,0,0,1,1,1,0,0,0
3.9704144,1.25,0.25,1,0,0.2,0,0.7,0.4,0,0,0,0,0,0,1,1,0,0,0,0
5.554415,1.25,0.6,1,0,0.3,0,0.7,0.4,0,0,0,0,0,0,1,0,0,0,0,0
4.2920479,2,0.6,1,0,0.1,0,0.7,0.4,0,0,0,0,0,0,1,0,1,0,0,0
3.8541644,0.75,0.25,0.85,0,0.3,0,1,0.8,0,0,0,0,0,0,1,0,1,0,0,0
3.7871011,3,0.4,0.85,0.6,0.2,0,0.7,0.2,0.3,0,1,0,0,0,0,0,0,1,0,0
8.4371306,0.75,0.25,0.85,0,0.3,0,1,0.8,0,0,0,0,0,0,1,0,1,0,0,0
1.2781111,1.25,0.25,0.55,0,0.3,1,0.7,0.1,0,0,0,0,0,1,1,1,1,0,0,0
3.3230888,3,0.4,1.4,0.1,0.2,0,0.7,0.2,0.3,0,0,0,0,1,0,0,0,1,0,0
3.8627713,1.25,0.4,0.85,0,0.2,0,0.7,0.8,0,0,0,0,0,0,1,0,0,0,0,0
2.5247341,2,0.25,0.65,0,0.3,1,0.7,0.4,0,0,0,0,0,1,1,1,1,0,0,0
1.9852072,1.25,0.6,0.65,0,0.3,0,1,0.4,0,0,0,0,0,0,1,1,0,0,0,0
1.1036489,1.25,0.6,0.55,0,0.1,0,0.7,0.8,0,0,0,0,0,0,1,1,1,0,0,0
4.1386835,1.25,0.25,0.55,0,0.3,1,0.7,0.8,0,0,0,0,1,0,1,0,1,0,0,0
4.690508,0.75,0.25,0.85,0.1,0.2,0,1,0.2,0.1,0,0,0,0,0,0,0,0,1,0,0
4.4965252,2,0.4,1,0,0.2,0,1,0.1,0,0,0,0,1,0,1,0,1,0,0,0
4.690508,1.25,0.25,0.65,0,0.3,0,0.7,0.2,0,0,0,0,0,0,1,0,1,0,0,0
6.6218936,1.25,0.4,1,0,0.3,1,1,0.8,0,0,0,0,0,1,1,0,1,0,0,0
3.7871011,1.25,0.25,0.55,0,0.3,0,0.7,0.8,0,0,0,0,0,0,1,0,0,0,0,0
4.2920479,1.25,0.25,0.65,0,0.3,1,0.7,0.1,0,1,0,0,0,0,1,0,0,0,0,0
5.2230137,2,0.6,0.85,0,0.2,0,0.7,0.2,0,0,0,0,0,0,1,0,1,0,0,0
5.554415,2,0.4,0.55,0,0.3,0,1,0.2,0,0,0,0,0,0,1,1,1,0,0,0
5.3671598,2,0.25,1,0,0.3,0,0.7,0.2,0,0,0,0,0,0,1,0,1,0,0,0
3.7919343,0.75,0.6,1.1,0.4,0.3,1,0.7,0.8,0.7,1,0,0,0,0,0,0,0,1,0,0
3.8343333,1.25,0.4,0.65,0,0.3,0,0.7,0.2,0,0,0,0,1,0,1,0,1,0,0,0
3.0350346,0.75,0.4,0.95,0.25,0.2,0,1,0.4,0.3,0,0,0,1,0,0,0,0,1,0,0
4.4965252,1.25,0.4,0.85,0,0.3,1,1,0.2,0,0,0,0,0,0,1,0,1,0,0,0
5.9352428,1.25,0.4,1,0,0,0,0.7,0.1,0,0,1,0,0,0,1,0,1,0,0,0
