13,1980,0,1,0,0,14,0,1.1975401639938354,1
13,1981,0,2,0,0,14,1,1.853060007095337,4
13,1982,0,3,0,0,14,0,1.3444616794586182,9
13,1983,0,4,0,0,14,0,1.4332133531570435,16
13,1984,0,5,0,0,14,0,1.5681251287460327,25
13,1985,0,6,0,0,14,0,1.6998909711837769,36
13,1986,0,7,0,0,14,0,-0.7202625870704651,49
13,1987,0,8,0,0,14,0,1.6691879034042358,64
17,1980,0,4,0,0,13,0,1.6759624481201172,16
17,1981,0,5,0,0,13,0,1.5183981657028198,25
17,1982,0,6,0,0,13,0,1.5591905117034912,36
17,1983,0,7,0,0,13,0,1.7254101037979126,49
17,1984,0,8,0,0,13,0,1.622022271156311,64
17,1985,0,9,0,0,13,0,1.6085882186889648,81
17,1986,0,10,0,0,13,0,1.5723854303359985,100
17,1987,0,11,0,0,13,0,1.8203338384628296,121
18,1980,0,4,0,1,12,0,1.5159627199172974,16
18,1981,0,5,0,1,12,0,1.7353790998458862,25
18,1982,0,6,0,1,12,0,1.6317436695098877,36
18,1983,0,7,0,1,12,0,1.9982287883758545,49
18,1984,0,8,0,1,12,0,2.184014320373535,64
18,1985,0,9,0,1,12,0,2.266662120819092,81
18,1986,0,10,0,1,12,0,2.069943904876709,100
18,1987,0,11,0,1,12,0,2.8731608390808105,121
45,1980,0,2,0,0,12,1,1.8941149711608887,4
45,1981,0,3,0,0,12,1,1.4711593389511108,9
45,1982,0,4,0,0,12,0,1.4734975099563599,16
45,1983,0,5,0,0,12,0,1.740914225578308,25
45,1984,0,6,0,0,12,0,1.8232136964797974,36
45,1985,0,7,0,0,12,0,1.9082728624343872,49
45,1986,0,8,0,0,12,0,1.7424473762512207,64
45,1987,0,9,0,1,12,0,2.1356890201568604,81
110,1980,0,5,0,0,12,1,1.948774814605713,25
110,1981,0,6,0,0,12,0,1.962259292602539,36
110,1982,0,7,0,0,12,0,1.9632967710494995,49
110,1983,0,8,0,0,12,0,2.2025156021118164,64
110,1984,0,9,0,1,12,0,2.1349542140960693,81
110,1985,0,10,0,1,12,0,2.1258227825164795,100
110,1986,0,11,0,1,12,0,1.9910166263580322,121
110,1987,0,12,0,1,12,0,2.112393379211426,144
120,1980,0,2,0,0,10,0,0.2585548758506775,4
120,1981,0,3,0,0,10,0,1.3199716806411743,9
120,1982,0,4,0,0,10,0,1.462085247039795,16
120,1983,0,5,0,0,10,0,1.3202868700027466,25
120,1984,0,6,0,0,10,0,1.7036465406417847,36
120,1985,0,7,0,0,10,0,1.445803165435791,49
120,1986,0,8,0,0,10,0,1.8063640594482422,64
120,1987,0,9,0,0,10,0,2.148120164871216,81
126,1980,0,2,0,0,13,0,1.7372854948043823,4
126,1981,0,3,0,0,13,0,1.9896008968353271,9
126,1982,0,4,0,0,13,0,2.1899168491363525,16
126,1983,0,5,0,0,13,0,1.8554632663726807,25
126,1984,0,6,0,0,13,0,1.9224377870559692,36
126,1985,0,7,0,1,13,0,2.0610239505767822,49
126,1986,0,8,0,1,13,0,1.7822016477584839,64
126,1987,0,9,0,1,13,0,2.4146816730499268,81
150,1980,0,2,0,0,12,0,1.2087353467941284,4
150,1981,0,3,0,0,12,0,1.1940397024154663,9
150,1982,0,4,0,0,12,0,1.1704405546188354,16
150,1983,0,5,0,0,12,0,1.0979645252227783,25
150,1984,0,6,0,0,12,0,0.7658162117004395,36
150,1985,0,7,0,0,12,0,1.1190259456634521,49
150,1986,0,8,0,0,12,0,1.1193667650222778,64
150,1987,0,9,0,0,12,1,0.8314595222473145,81
162,1980,0,2,0,0,11,1,0.5024701356887817,4
162,1981,0,3,0,0,11,0,1.0649123191833496,9
162,1982,0,4,0,0,11,0,1.189497947692871,16
162,1983,0,5,0,0,11,0,1.5398885011672974,25
162,1984,0,6,0,0,11,0,1.5982860326766968,36
162,1985,0,7,0,0,11,0,1.7373206615447998,49
162,1986,0,8,0,0,11,0,1.988455891609192,64
162,1987,0,9,0,0,11,0,2.1586785316467285,81
166,1980,0,2,0,0,10,1,1.0052939653396606,4
166,1981,0,3,0,0,10,1,0.9376873970031738,9
166,1982,0,4,0,0,10,1,1.3674876689910889,16
166,1983,0,5,0,0,10,1,1.3780087232589722,25
166,1984,0,6,0,0,10,1,1.170183539390564,36
166,1985,0,7,0,0,10,0,1.7282214164733887,49
166,1986,0,8,0,1,10,0,1.7098647356033325,64
166,1987,0,9,0,1,10,0,1.8510748147964478,81
189,1980,0,2,0,0,14,0,1.1305453777313232,4
189,1981,0,3,0,0,14,0,0.8362480401992798,9
189,1982,0,4,0,0,14,0,1.4673597812652588,16
189,1983,0,5,0,0,14,0,1.0714836120605469,25
189,1984,0,6,0,0,14,0,1.4459195137023926,36
189,1985,0,7,0,0,14,0,1.6851162910461426,49
189,1986,0,8,0,0,14,0,1.686174988746643,64
189,1987,0,9,0,0,14,0,1.7551302909851074,81
193,1980,0,2,0,0,14,0,1.5656919479370117,4
193,1981,0,3,0,0,14,0,2.49387526512146,9
193,1982,0,4,0,0,14,0,1.822662115097046,16
193,1983,0,5,0,0,14,0,2.380336046218872,25
193,1984,0,6,0,0,14,0,2.2171285152435303,36
193,1985,0,7,0,1,14,0,2.272031545639038,49
193,1986,0,8,0,1,14,0,2.3537986278533936,64
193,1987,0,9,0,1,14,0,2.429450035095215,81
209,1980,0,3,0,0,11,0,1.9180032014846802,9
209,1981,0,4,0,0,11,0,0.7654077410697937,16
209,1982,0,5,0,0,11,0,1.9781854152679443,25
209,1983,0,6,0,0,11,0,1.9485536813735962,36
209,1984,0,7,0,0,11,0,2.0370259284973145,49
209,1985,0,8,0,0,11,0,1.9025747776031494,64
209,1986,0,9,0,0,11,0,1.972603678703308,81
209,1987,0,10,0,0,11,0,2.1869821548461914,100
212,1980,0,2,0,0,11,0,1.7844717502593994,4
212,1981,0,3,0,0,11,0,2.1799826622009277,9
212,1982,0,4,0,0,11,1,1.9638653993606567,16
212,1983,0,5,0,0,11,0,2.0449328422546387,25
212,1984,0,6,0,0,11,0,2.0128612518310547,36
212,1985,0,7,0,0,11,0,2.0969858169555664,49
212,1986,0,8,0,1,11,0,2.1439661979675293,64
212,1987,0,9,0,1,11,1,2.2412843704223633,81
218,1980,0,2,0,0,15,0,2.0133132934570312,4
218,1981,0,3,0,0,15,0,1.9621524810791016,9
218,1982,0,4,0,0,15,0,2.2756409645080566,16
218,1983,0,5,0,1,15,0,2.194917678833008,25
218,1984,0,6,0,1,15,0,2.428337335586548,36
218,1985,0,7,0,1,15,0,2.723037004470825,49
218,1986,0,8,0,1,15,0,2.9663963317871094,64
218,1987,0,9,0,1,15,0,3.065051794052124,81
243,1980,0,4,0,0,12,0,1.5641813278198242,16
243,1981,0,5,0,0,12,0,1.6835458278656006,25
243,1982,0,6,0,0,12,0,1.6905033588409424,36
243,1983,0,7,0,1,12,0,1.6608716249465942,49
243,1984,0,8,0,1,12,0,1.698050618171692,64
243,1985,0,9,0,1,12,0,1.6717681884765625,81
243,1986,0,10,0,1,12,0,1.635717511177063,100
243,1987,0,11,0,1,12,0,1.7869709730148315,121
259,1980,0,3,0,1,12,1,2.107189655303955,9
259,1981,0,4,0,1,12,1,2.0890109539031982,16
259,1982,0,5,0,1,12,1,2.0427238941192627,25
259,1983,0,6,0,1,12,1,1.3081557750701904,36
259,1984,0,7,0,1,12,0,1.488152265548706,49
259,1985,0,8,0,1,12,0,1.5428181886672974,64
259,1986,0,9,0,1,12,0,1.5351346731185913,81
259,1987,0,10,0,1,12,0,1.4543355703353882,100
260,1980,0,2,0,0,11,1,1.62991201877594,4
260,1981,0,3,0,0,11,1,1.7751131057739258,9
260,1982,0,4,0,0,11,0,1.9672563076019287,16
260,1983,0,5,0,1,11,0,2.075186252593994,25
260,1984,0,6,0,1,11,0,2.128833532333374,36
260,1985,0,7,0,1,11,0,2.2684192657470703,49
260,1986,0,8,0,1,11,0,1.9921391010284424,64
260,1987,0,9,0,1,11,0,2.4215545654296875,81
309,1980,0,3,0,0,12,0,1.7860757112503052,9
309,1981,0,4,0,0,12,0,2.280766010284424,16
309,1982,0,5,0,0,12,0,2.2642662525177,25
309,1983,0,6,0,1,12,0,2.275456428527832,36
309,1984,0,7,0,1,12,0,2.20813250541687,49
309,1985,0,8,0,1,12,0,2.199852466583252,64
309,1986,0,9,0,1,12,0,2.206899881362915,81
309,1987,0,10,0,1,12,0,2.4768669605255127,100
351,1980,0,3,0,0,12,0,1.6433868408203125,9
351,1981,0,4,0,0,12,0,1.3355804681777954,16
351,1982,0,5,0,1,12,0,1.522817850112915,25
351,1983,0,6,0,1,12,0,1.418851375579834,36
351,1984,0,7,0,1,12,0,0.9039274454116821,49
351,1985,0,8,0,1,12,0,1.888564109802246,64
351,1986,0,9,0,1,12,0,1.783449649810791,81
351,1987,0,10,0,1,12,0,1.6980082988739014,100
353,1980,0,3,0,0,12,0,1.8381972312927246,9
353,1981,0,4,0,0,12,1,1.8170772790908813,16
353,1982,0,5,0,0,12,0,1.6717402935028076,25
353,1983,0,6,0,0,12,0,1.5728305578231812,36
353,1984,0,7,0,0,12,0,1.6825463771820068,49
353,1985,0,8,0,0,12,0,1.583640217781067,64
353,1986,0,9,0,0,12,0,1.773293137550354,81
353,1987,0,10,0,0,12,0,1.8610789775848389,100
383,1980,1,2,0,0,12,0,1.4628881216049194,4
383,1981,1,3,0,0,12,0,1.570217251777649,9
383,1982,1,4,0,0,12,1,1.6566017866134644,16
383,1983,1,5,0,0,12,0,1.7254101037979126,25
383,1984,1,6,0,0,12,0,1.7721585035324097,36
383,1985,1,7,0,0,12,0,2.0110843181610107,49
383,1986,1,8,0,0,12,0,1.9910166263580322,64
383,1987,1,9,0,0,12,0,1.9520506858825684,81
408,1980,0,2,0,0,11,0,1.6520949602127075,4
408,1981,0,3,0,1,11,0,1.4895349740982056,9
408,1982,0,4,0,1,11,0,1.8811757564544678,16
408,1983,0,5,0,1,11,0,2.0610315799713135,25
408,1984,0,6,0,1,11,1,2.4888362884521484,36
408,1985,0,7,0,1,11,1,2.4309380054473877,49
408,1986,0,8,0,1,11,1,2.534560441970825,64
408,1987,0,9,0,1,11,1,2.0696024894714355,81
424,1980,0,5,0,1,12,0,2.165839433670044,25
424,1981,0,6,0,1,12,0,2.325399875640869,36
424,1982,0,7,0,1,12,0,2.383650541305542,49
424,1983,0,8,0,1,12,0,2.3372116088867188,64
424,1984,0,9,0,1,12,0,2.4125075340270996,81
424,1985,0,10,0,1,12,0,2.384145975112915,100
424,1986,0,11,0,1,12,0,2.352030038833618,121
424,1987,0,12,0,1,12,0,2.577756643295288,144
464,1980,0,2,0,0,13,0,0.972626268863678,4
464,1981,0,3,0,0,13,0,1.0031044483184814,9
464,1982,0,4,0,1,13,0,1.0996350049972534,16
464,1983,0,5,0,1,13,0,1.214584469795227,25
464,1984,0,6,0,1,13,0,1.3192417621612549,36
464,1985,0,7,0,1,13,0,1.3897424936294556,49
464,1986,0,8,0,1,13,0,1.573538064956665,64
464,1987,0,9,0,1,13,0,1.9006997346878052,81
483,1980,0,5,0,0,12,0,1.6826270818710327,25
483,1981,0,6,0,0,12,0,1.6617063283920288,36
483,1982,0,7,0,0,12,0,1.7550418376922607,49
483,1983,0,8,0,0,12,1,1.7534507513046265,64
483,1984,0,9,0,0,12,0,1.6180078983306885,81
483,1985,0,10,0,0,12,0,1.6481786966323853,100
483,1986,0,11,0,0,12,0,1.745894193649292,121
483,1987,0,12,0,0,12,0,1.7270818948745728,144
556,1980,0,2,0,0,14,0,1.9393454790115356,4
556,1981,0,3,0,0,14,0,2.1202635765075684,9
556,1982,0,4,0,0,14,0,2.1605069637298584,16
556,1983,0,5,0,0,14,0,2.4892539978027344,25
556,1984,0,6,0,0,14,0,2.3756935596466064,36
556,1985,0,7,0,0,14,0,2.295886754989624,49
556,1986,0,8,0,0,14,0,2.2990901470184326,64
556,1987,0,9,0,0,14,0,2.5818793773651123,81
560,1980,0,2,0,0,12,0,1.3868472576141357,4
560,1981,0,3,0,0,12,0,2.127581834793091,9
560,1982,0,4,0,0,12,0,0.968870222568512,16
560,1983,0,5,0,0,12,0,1.163598895072937,25
560,1984,0,6,0,0,12,0,1.356619119644165,36
560,1985,0,7,0,0,12,0,1.4162533283233643,49
560,1986,0,8,0,0,12,1,1.2149832248687744,64
560,1987,0,9,0,0,12,0,1.639359474182129,81
569,1980,0,2,0,0,12,0,0.6837250590324402,4
569,1981,0,3,0,0,12,0,1.078989028930664,9
569,1982,0,4,0,0,12,0,0.8396357297897339,16
569,1983,0,5,0,0,12,0,1.5075690746307373,25
569,1984,0,6,0,0,12,0,1.0206516981124878,36
569,1985,0,7,0,0,12,0,0.542597770690918,49
569,1986,0,8,0,0,12,0,0.1147163137793541,64
569,1987,0,9,0,0,12,0,0.31285175681114197,81
583,1980,0,4,0,0,12,0,1.626772165298462,16
583,1981,0,5,0,0,12,0,1.8808749914169312,25
583,1982,0,6,0,0,12,1,1.7411965131759644,36
583,1983,0,7,0,0,12,1,2.1947884559631348,49
583,1984,0,8,0,1,12,0,2.083836078643799,64
583,1985,0,9,0,1,12,0,1.9184482097625732,81
583,1986,0,10,0,1,12,0,2.1567137241363525,100
583,1987,0,11,0,0,12,0,1.9850409030914307,121
647,1980,0,2,0,0,12,1,1.396706223487854,4
647,1981,0,3,0,1,12,1,1.5198256969451904,9
647,1982,0,4,0,1,12,1,1.5091530084609985,16
647,1983,0,5,0,1,12,1,1.645041584968567,25
647,1984,0,6,0,0,12,1,1.5490150451660156,36
647,1985,0,7,0,1,12,1,1.8269562721252441,49
647,1986,0,8,0,1,12,1,1.8836803436279297,64
647,1987,0,9,0,1,12,1,2.023660659790039,81
658,1980,0,4,0,0,12,1,1.7314172983169556,16
658,1981,0,5,0,0,12,0,1.8137589693069458,25
658,1982,0,6,0,0,12,1,1.7000483274459839,36
658,1983,0,7,0,0,12,1,1.9396488666534424,49
658,1984,0,8,0,0,12,0,1.9357527494430542,64
658,1985,0,9,0,0,12,0,2.099785089492798,81
658,1986,0,10,0,0,12,0,2.192046642303467,100
658,1987,0,11,0,0,12,0,2.0051429271698,121
684,1980,0,2,0,0,12,0,2.8217825889587402,4
684,1981,0,3,0,0,12,0,2.1799826622009277,9
684,1982,0,4,0,1,12,0,2.3094265460968018,16
684,1983,0,5,0,1,12,0,2.251321315765381,25
684,1984,0,6,0,1,12,0,2.352297067642212,36
684,1985,0,7,0,1,12,0,2.3138482570648193,49
684,1986,0,8,0,1,12,0,2.253420114517212,64
684,1987,0,9,0,1,12,0,2.4053525924682617,81
711,1980,0,2,0,0,11,0,1.2320245504379272,4
711,1981,0,3,0,0,11,0,1.366491675376892,9
711,1982,0,4,0,0,11,0,1.6905033588409424,16
711,1983,0,5,0,0,11,0,1.6608716249465942,25
711,1984,0,6,0,0,11,0,1.5558761358261108,36
711,1985,0,7,0,0,11,0,-0.7141255736351013,49
711,1986,0,8,0,0,11,0,1.4684810638427734,64
711,1987,0,9,0,0,11,0,0.513005793094635,81
729,1980,0,2,0,1,13,1,1.959579586982727,4
729,1981,0,3,0,0,13,0,1.8933392763137817,9
729,1982,0,4,0,1,13,1,3.0962157249450684,16
729,1983,0,5,0,1,13,1,1.910813331604004,25
729,1984,0,6,0,1,13,0,1.6152644157409668,36
729,1985,0,7,0,1,13,0,2.0765280723571777,49
729,1986,0,8,0,1,13,0,2.1075398921966553,64
729,1987,0,9,0,1,13,0,2.155585289001465,81
731,1980,0,4,0,0,12,0,1.6556389331817627,16
731,1981,0,5,0,1,12,0,1.464255928993225,25
731,1982,0,6,0,1,12,0,1.0078275203704834,36
731,1983,0,7,0,1,12,0,1.4779492616653442,49
731,1984,0,8,0,1,12,0,0.6187202334403992,64
731,1985,0,9,0,0,12,0,2.2256240844726562,81
731,1986,0,10,0,0,12,0,2.6577305793762207,100
731,1987,0,11,0,0,12,0,2.1391916275024414,121
732,1980,0,3,0,0,12,0,1.4972705841064453,9
732,1981,0,4,0,0,12,0,1.6017159223556519,16
732,1982,0,5,0,0,12,0,1.5048428773880005,25
732,1983,0,6,0,0,12,0,1.7980468273162842,36
732,1984,0,7,0,0,12,0,1.6528902053833008,49
732,1985,0,8,0,0,12,0,1.7633854150772095,64
732,1986,0,9,0,0,12,0,1.722681999206543,81
732,1987,0,10,0,0,12,0,1.7620606422424316,100
793,1980,0,2,0,0,14,0,0.8915284276008606,4
793,1981,0,3,0,0,14,0,1.9310215711593628,9
793,1982,0,4,0,0,14,0,1.9026498794555664,16
793,1983,0,5,0,0,14,0,1.8853747844696045,25
